session_id,timestamp,animal_shown,animal_selected,is_correct,response_time_ms,attempt_number,total_score,game_duration_sec,has_hearing_disability
session_1764424973026_njm4511vp5zh8,2025-11-21T19:33:16.041041,cat,cat,True,4549,1,2,23.014,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:33:25.441842,cow,dog,False,8552,2,2,32.415,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:33:30.520808,dog,dog,True,4238,3,3,37.494,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:33:35.498450,lion,dog,False,3042,4,3,42.472,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:33:41.829321,cat,cat,True,5123,5,4,48.803,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:33:46.524317,lion,lion,True,3186,6,5,53.498,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:33:51.285538,cow,cow,True,3532,7,6,58.259,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:33:57.151660,cat,cat,True,4685,8,7,64.125,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:38:42.694614,lion,lion,True,4930,9,8,349.668,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:39:00.288222,cat,dog,False,15652,10,8,367.262,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:39:07.150620,cow,cow,True,5161,11,9,374.124,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:33:16.618885,cow,cow,True,3332,0,1,23.592,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:33:28.471932,cat,dog,False,10213,1,1,35.445,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:33:32.986430,cow,cow,True,3951,2,2,39.959,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:33:46.342986,dog,lion,False,12301,3,2,53.316,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:36:53.330567,dog,dog,True,4521,4,3,240.303,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:38:12.384666,dog,cow,False,4598,5,3,319.358,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:38:18.346049,cat,dog,False,5130,6,3,325.319,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:38:25.397359,cat,cat,True,5412,7,4,332.37,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:38:32.025104,lion,lion,True,5413,8,5,338.998,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:38:35.816593,lion,lion,True,3265,9,6,342.79,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:38:41.158313,lion,lion,True,4714,10,7,348.131,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:38:46.247669,cow,cow,True,3727,11,8,353.221,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:38:59.529703,cow,lion,False,12160,12,8,366.503,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:39:05.133311,cow,cow,True,4075,13,9,372.106,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:43:09.236909,dog,dog,True,5264,14,10,616.21,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:43:13.799695,lion,lion,True,3782,15,11,620.773,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:43:18.312004,cat,cat,True,3297,16,12,625.285,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:43:23.652929,dog,dog,True,4421,17,13,630.626,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:43:28.241941,lion,lion,True,3240,18,14,635.215,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:43:34.245753,cat,cat,True,4221,19,15,641.219,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:43:41.705294,dog,dog,True,6203,20,16,648.678,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:43:47.286476,lion,lion,True,4150,21,17,654.259,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:43:53.230824,lion,cow,False,4260,22,17,660.204,False
session_1764424973027_txvlgijzlnhyd,2025-11-16T19:44:09.352350,dog,cow,False,14831,23,17,676.325,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:33:12.809034,cow,cow,True,5194,0,1,19.78,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:33:18.753618,lion,lion,True,4705,1,2,25.725,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:33:25.447266,lion,lion,True,4736,2,3,32.419,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:33:31.087111,lion,cat,False,4202,3,3,38.058,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:33:37.139500,cow,cow,True,4907,4,4,44.111,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:33:42.974910,dog,dog,True,4153,5,5,49.946,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:33:49.217994,dog,dog,True,4498,6,6,56.189,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:33:55.139521,cow,cow,True,4792,7,7,62.111,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:34:05.819673,cow,lion,False,8709,8,7,72.791,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:34:11.917586,cow,cow,True,4282,9,8,78.889,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:34:17.680941,cat,cat,True,4947,10,9,84.652,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:38:42.918784,lion,lion,True,4225,11,10,349.89,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:38:48.765252,cat,cow,False,4310,12,10,355.737,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:38:53.705183,cow,cow,True,2942,13,11,360.676,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:38:58.677333,cat,cat,True,3848,14,12,365.649,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:39:04.511594,cat,lion,False,4802,15,12,371.483,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:39:10.273088,dog,dog,True,4348,16,13,377.244,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:39:17.403927,cat,cat,True,5814,17,14,384.375,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:39:21.736549,dog,dog,True,3266,18,15,388.708,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:39:27.409821,dog,dog,True,5019,19,16,394.381,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:44:30.482502,cat,cat,True,4209,20,17,697.454,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:46:32.073082,cat,cat,True,6063,21,18,819.044,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:46:35.885158,cat,cat,True,2992,22,19,822.856,False
session_1764424973028_va3coem8sip6r,2025-11-12T19:46:43.756641,lion,lion,True,6085,23,20,830.728,False
session_1765595914136_apwgk0nmztw,2025-12-13T08:49:00.297894,cat,cat,True,9091,1,1,9.09
session_1765595914136_apwgk0nmztw,2025-12-13T08:49:07.250003,cow,dog,False,2544,2,1,16.306
session_1765595914136_apwgk0nmztw,2025-12-13T08:49:15.406720,cow,lion,False,4444,3,1,24.207
session_1765595914136_apwgk0nmztw,2025-12-13T08:49:20.250159,cow,cow,True,2667,4,2,29.306
session_1765595914136_apwgk0nmztw,2025-12-13T08:49:26.968425,dog,cow,False,3494,5,2,36.022
session_1766943299049_tlmus3l3fa,2025-12-28T23:05:05.761366,dog,cow,False,3704,1,0,3.7
session_1766943299049_tlmus3l3fa,2025-12-28T23:05:11.847264,dog,cow,False,2824,2,0,10.071
session_1766943299049_tlmus3l3fa,2025-12-28T23:05:17.240544,dog,cow,False,3098,3,0,15.203
session_1766943299049_tlmus3l3fa,2025-12-28T23:05:22.498893,dog,dog,True,3471,4,1,20.723
session_1766943299049_tlmus3l3fa,2025-12-28T23:05:34.776628,dog,cat,False,2611,5,1,33.001
session_1766943299049_tlmus3l3fa,2025-12-28T23:05:41.262420,dog,dog,True,2673,6,2,39.486
